tri,taille,cas,plage,temps
fusion,19000,croissant,petite,0.002551
rapide,19000,croissant,petite,0.000899
bulle_basique,19000,decroissant,petite,1.019230
bulle_basique_v2,19000,decroissant,petite,0.693796
bulle_optimise,19000,decroissant,petite,0.686552
cocktail,19000,decroissant,petite,0.650638
selection,19000,decroissant,petite,0.414276
insertion,19000,decroissant,petite,0.395459
comptage,19000,decroissant,petite,0.000184
fusion,19000,decroissant,petite,0.002425
rapide,19000,decroissant,petite,0.001081
bulle_basique,19000,constant,petite,0.753668
bulle_basique_v2,19000,constant,petite,0.397264
bulle_optimise,19000,constant,petite,0.000045
cocktail,19000,constant,petite,0.000089
selection,19000,constant,petite,0.396388
insertion,19000,constant,petite,0.000069
comptage,19000,constant,petite,0.000152
fusion,19000,constant,petite,0.002473
rapide,19000,constant,petite,0.634790
bulle_basique,19000,aleatoire,grande,1.384146
bulle_basique_v2,19000,aleatoire,grande,0.998264
bulle_optimise,19000,aleatoire,grande,0.994253
cocktail,19000,aleatoire,grande,0.690139
selection,19000,aleatoire,grande,0.371713
insertion,19000,aleatoire,grande,0.197572
comptage,19000,aleatoire,grande,0.003417
fusion,19000,aleatoire,grande,0.004354
rapide,19000,aleatoire,grande,0.002583
bulle_basique,19000,croissant,grande,0.737411
bulle_basique_v2,19000,croissant,grande,0.368372
bulle_optimise,19000,croissant,grande,0.000039
cocktail,19000,croissant,grande,0.000078
selection,19000,croissant,grande,0.367803
insertion,19000,croissant,grande,0.000068
comptage,19000,croissant,grande,0.000207
fusion,19000,croissant,grande,0.002442
rapide,19000,croissant,grande,0.000873
bulle_basique,19000,decroissant,grande,1.017787
bulle_basique_v2,19000,decroissant,grande,0.682084
bulle_optimise,19000,decroissant,grande,0.682108
cocktail,19000,decroissant,grande,0.665825
selection,19000,decroissant,grande,0.417326
insertion,19000,decroissant,grande,0.397516
comptage,19000,decroissant,grande,0.000194
fusion,19000,decroissant,grande,0.002470
rapide,19000,decroissant,grande,0.001082
bulle_basique,19000,constant,grande,0.770245
bulle_basique_v2,19000,constant,grande,0.372294
bulle_optimise,19000,constant,grande,0.000039
cocktail,19000,constant,grande,0.000077
selection,19000,constant,grande,0.369692
insertion,19000,constant,grande,0.000068
comptage,19000,constant,grande,0.002174
fusion,19000,constant,grande,0.002422
rapide,19000,constant,grande,0.627001
bulle_basique,21000,aleatoire,petite,1.784411
bulle_basique_v2,21000,aleatoire,petite,1.247759
bulle_optimise,21000,aleatoire,petite,1.254347
cocktail,21000,aleatoire,petite,0.863696
selection,21000,aleatoire,petite,0.450606
insertion,21000,aleatoire,petite,0.230450
comptage,21000,aleatoire,petite,0.000133
fusion,21000,aleatoire,petite,0.003836
rapide,21000,aleatoire,petite,0.038065
bulle_basique,21000,croissant,petite,0.900161
bulle_basique_v2,21000,croissant,petite,0.450426
bulle_optimise,21000,croissant,petite,0.000044
cocktail,21000,croissant,petite,0.000087
selection,21000,croissant,petite,0.450201
insertion,21000,croissant,petite,0.000075
comptage,21000,croissant,petite,0.000226
fusion,21000,croissant,petite,0.002702
rapide,21000,croissant,petite,0.000984
bulle_basique,21000,decroissant,petite,1.243297
bulle_basique_v2,21000,decroissant,petite,0.836774
bulle_optimise,21000,decroissant,petite,0.835112
cocktail,21000,decroissant,petite,0.797104
selection,21000,decroissant,petite,0.505780
insertion,21000,decroissant,petite,0.486703
comptage,21000,decroissant,petite,0.000208
fusion,21000,decroissant,petite,0.002654
rapide,21000,decroissant,petite,0.001266
bulle_basique,21000,constant,petite,1.002789
bulle_basique_v2,21000,constant,petite,0.523345
bulle_optimise,21000,constant,petite,0.000051
cocktail,21000,constant,petite,0.000099
selection,21000,constant,petite,0.453625
insertion,21000,constant,petite,0.000075
comptage,21000,constant,petite,0.000153
fusion,21000,constant,petite,0.002666
rapide,21000,constant,petite,0.760387
bulle_basique,21000,aleatoire,grande,1.731409
bulle_basique_v2,21000,aleatoire,grande,1.287494
bulle_optimise,21000,aleatoire,grande,1.413877
cocktail,21000,aleatoire,grande,0.847046
selection,21000,aleatoire,grande,0.465918
insertion,21000,aleatoire,grande,0.282904
comptage,21000,aleatoire,grande,0.003761
fusion,21000,aleatoire,grande,0.004911
rapide,21000,aleatoire,grande,0.002869
bulle_basique,21000,croissant,grande,0.900012
bulle_basique_v2,21000,croissant,grande,0.449539
bulle_optimise,21000,croissant,grande,0.000043
cocktail,21000,croissant,grande,0.000086
selection,21000,croissant,grande,0.450170
insertion,21000,croissant,grande,0.000087
comptage,21000,croissant,grande,0.000239
fusion,21000,croissant,grande,0.003014
rapide,21000,croissant,grande,0.001139
bulle_basique,21000,decroissant,grande,1.255359
bulle_basique_v2,21000,decroissant,grande,1.009751
bulle_optimise,21000,decroissant,grande,1.112574
cocktail,21000,decroissant,grande,0.799834
selection,21000,decroissant,grande,0.505392
insertion,21000,decroissant,grande,0.482168
comptage,21000,decroissant,grande,0.000200
fusion,21000,decroissant,grande,0.002725
rapide,21000,decroissant,grande,0.001219
bulle_basique,21000,constant,grande,0.899607
bulle_basique_v2,21000,constant,grande,0.503263
bulle_optimise,21000,constant,grande,0.000045
cocktail,21000,constant,grande,0.000086
selection,21000,constant,grande,0.478610
insertion,21000,constant,grande,0.000088
comptage,21000,constant,grande,0.001763
fusion,21000,constant,grande,0.003078
rapide,21000,constant,grande,0.862186
bulle_basique,23000,aleatoire,petite,2.058697
bulle_basique_v2,23000,aleatoire,petite,1.520010
bulle_optimise,23000,aleatoire,petite,1.551994
cocktail,23000,aleatoire,petite,1.064507
selection,23000,aleatoire,petite,0.542246
insertion,23000,aleatoire,petite,0.283345
comptage,23000,aleatoire,petite,0.000142
fusion,23000,aleatoire,petite,0.004172
rapide,23000,aleatoire,petite,0.045300
bulle_basique,23000,croissant,petite,1.089989
bulle_basique_v2,23000,croissant,petite,0.549654
bulle_optimise,23000,croissant,petite,0.000047
cocktail,23000,croissant,petite,0.000094
selection,23000,croissant,petite,0.561143
insertion,23000,croissant,petite,0.000096
comptage,23000,croissant,petite,0.000262
fusion,23000,croissant,petite,0.003431
rapide,23000,croissant,petite,0.001248
bulle_basique,23000,decroissant,petite,1.510028
bulle_basique_v2,23000,decroissant,petite,1.044607
bulle_optimise,23000,decroissant,petite,1.078868
cocktail,23000,decroissant,petite,1.219394
selection,23000,decroissant,petite,0.606211
insertion,23000,decroissant,petite,0.579297
comptage,23000,decroissant,petite,0.000221
fusion,23000,decroissant,petite,0.003030
rapide,23000,decroissant,petite,0.001322
bulle_basique,23000,constant,petite,1.077269
bulle_basique_v2,23000,constant,petite,0.539890
bulle_optimise,23000,constant,petite,0.000048
cocktail,23000,constant,petite,0.000094
selection,23000,constant,petite,0.540068
insertion,23000,constant,petite,0.000083
comptage,23000,constant,petite,0.000168
fusion,23000,constant,petite,0.002927
rapide,23000,constant,petite,0.909764
bulle_basique,23000,aleatoire,grande,2.027918
bulle_basique_v2,23000,aleatoire,grande,1.505986
bulle_optimise,23000,aleatoire,grande,1.508542
cocktail,23000,aleatoire,grande,1.033889
selection,23000,aleatoire,grande,0.546599
insertion,23000,aleatoire,grande,0.292152
comptage,23000,aleatoire,grande,0.003430
fusion,23000,aleatoire,grande,0.005320
rapide,23000,aleatoire,grande,0.003193
bulle_basique,23000,croissant,grande,1.085127
bulle_basique_v2,23000,croissant,grande,0.538285
bulle_optimise,23000,croissant,grande,0.000047
cocktail,23000,croissant,grande,0.000095
selection,23000,croissant,grande,0.538733
insertion,23000,croissant,grande,0.000082
comptage,23000,croissant,grande,0.000236
fusion,23000,croissant,grande,0.002969
rapide,23000,croissant,grande,0.001085
bulle_basique,23000,decroissant,grande,1.491658
bulle_basique_v2,23000,decroissant,grande,0.999762
bulle_optimise,23000,decroissant,grande,1.001903
cocktail,23000,decroissant,grande,0.954658
selection,23000,decroissant,grande,0.607976
insertion,23000,decroissant,grande,0.579613
comptage,23000,decroissant,grande,0.000217
fusion,23000,decroissant,grande,0.002914
rapide,23000,decroissant,grande,0.001352
bulle_basique,23000,constant,grande,1.078942
bulle_basique_v2,23000,constant,grande,0.546544
bulle_optimise,23000,constant,grande,0.000048
cocktail,23000,constant,grande,0.000094
selection,23000,constant,grande,0.539875
insertion,23000,constant,grande,0.000082
comptage,23000,constant,grande,0.000481
fusion,23000,constant,grande,0.003041
rapide,23000,constant,grande,0.911527
bulle_basique,25000,aleatoire,petite,2.423045
bulle_basique_v2,25000,aleatoire,petite,1.827506
bulle_optimise,25000,aleatoire,petite,1.798234
cocktail,25000,aleatoire,petite,1.261939
selection,25000,aleatoire,petite,0.640030
insertion,25000,aleatoire,petite,0.326224
comptage,25000,aleatoire,petite,0.000148
fusion,25000,aleatoire,petite,0.004563
rapide,25000,aleatoire,petite,0.053951
bulle_basique,25000,croissant,petite,1.275629
bulle_basique_v2,25000,croissant,petite,0.637047
bulle_optimise,25000,croissant,petite,0.000053
cocktail,25000,croissant,petite,0.000102
selection,25000,croissant,petite,0.636827
insertion,25000,croissant,petite,0.000089
comptage,25000,croissant,petite,0.000272
fusion,25000,croissant,petite,0.003194
rapide,25000,croissant,petite,0.001150
bulle_basique,25000,decroissant,petite,1.765856
bulle_basique_v2,25000,decroissant,petite,1.184146
bulle_optimise,25000,decroissant,petite,1.183859
cocktail,25000,decroissant,petite,1.134950
selection,25000,decroissant,petite,0.717293
insertion,25000,decroissant,petite,0.683855
comptage,25000,decroissant,petite,0.000250
fusion,25000,decroissant,petite,0.003227
rapide,25000,decroissant,petite,0.001460
bulle_basique,25000,constant,petite,1.276936
bulle_basique_v2,25000,constant,petite,0.637397
bulle_optimise,25000,constant,petite,0.000051
cocktail,25000,constant,petite,0.000103
selection,25000,constant,petite,0.636610
insertion,25000,constant,petite,0.000089
comptage,25000,constant,petite,0.000182
fusion,25000,constant,petite,0.003211
rapide,25000,constant,petite,1.072481
bulle_basique,25000,aleatoire,grande,2.409816
bulle_basique_v2,25000,aleatoire,grande,1.813635
bulle_optimise,25000,aleatoire,grande,1.787696
cocktail,25000,aleatoire,grande,1.221658
selection,25000,aleatoire,grande,0.641022
insertion,25000,aleatoire,grande,0.340446
comptage,25000,aleatoire,grande,0.003792
fusion,25000,aleatoire,grande,0.005894
rapide,25000,aleatoire,grande,0.003503
bulle_basique,25000,croissant,grande,1.272432
bulle_basique_v2,25000,croissant,grande,0.637197
bulle_optimise,25000,croissant,grande,0.000051
cocktail,25000,croissant,grande,0.000103
selection,25000,croissant,grande,0.636620
insertion,25000,croissant,grande,0.000090
comptage,25000,croissant,grande,0.000259
fusion,25000,croissant,grande,0.003276
rapide,25000,croissant,grande,0.001154
bulle_basique,25000,decroissant,grande,1.765849
bulle_basique_v2,25000,decroissant,grande,1.189004
bulle_optimise,25000,decroissant,grande,1.184156
cocktail,25000,decroissant,grande,1.127246
selection,25000,decroissant,grande,0.717385
insertion,25000,decroissant,grande,0.684217
comptage,25000,decroissant,grande,0.000278
fusion,25000,decroissant,grande,0.003247
rapide,25000,decroissant,grande,0.001449
bulle_basique,25000,constant,grande,1.274581
bulle_basique_v2,25000,constant,grande,0.637196
bulle_optimise,25000,constant,grande,0.000051
cocktail,25000,constant,grande,0.000102
selection,25000,constant,grande,0.637582
insertion,25000,constant,grande,0.000091
comptage,25000,constant,grande,0.003016
fusion,25000,constant,grande,0.003549
rapide,25000,constant,grande,1.073164
bulle_basique,27000,aleatoire,petite,2.806121
bulle_basique_v2,27000,aleatoire,petite,2.092983
bulle_optimise,27000,aleatoire,petite,2.077083
cocktail,27000,aleatoire,petite,1.475147
selection,27000,aleatoire,petite,0.743912
insertion,27000,aleatoire,petite,0.381444
comptage,27000,aleatoire,petite,0.000183
fusion,27000,aleatoire,petite,0.004965
rapide,27000,aleatoire,petite,0.062561
bulle_basique,27000,croissant,petite,1.493983
bulle_basique_v2,27000,croissant,petite,0.742220
bulle_optimise,27000,croissant,petite,0.000056
cocktail,27000,croissant,petite,0.000110
selection,27000,croissant,petite,0.744574
insertion,27000,croissant,petite,0.000096
comptage,27000,croissant,petite,0.000303
fusion,27000,croissant,petite,0.003496
rapide,27000,croissant,petite,0.001275
bulle_basique,27000,decroissant,petite,2.065115
bulle_basique_v2,27000,decroissant,petite,1.379461
bulle_optimise,27000,decroissant,petite,1.378785
cocktail,27000,decroissant,petite,1.314820
selection,27000,decroissant,petite,0.837826
insertion,27000,decroissant,petite,0.798720
comptage,27000,decroissant,petite,0.000267
fusion,27000,decroissant,petite,0.003522
rapide,27000,decroissant,petite,0.001570
bulle_basique,27000,constant,petite,1.498076
bulle_basique_v2,27000,constant,petite,0.742287
bulle_optimise,27000,constant,petite,0.000056
cocktail,27000,constant,petite,0.000110
selection,27000,constant,petite,0.742840
insertion,27000,constant,petite,0.000096
comptage,27000,constant,petite,0.000199
fusion,27000,constant,petite,0.003546
rapide,27000,constant,petite,1.257435
bulle_basique,27000,aleatoire,grande,2.836686
bulle_basique_v2,27000,aleatoire,grande,2.123096
bulle_optimise,27000,aleatoire,grande,2.142094
cocktail,27000,aleatoire,grande,1.459798
selection,27000,aleatoire,grande,0.746891
insertion,27000,aleatoire,grande,0.399701
comptage,27000,aleatoire,grande,0.003671
fusion,27000,aleatoire,grande,0.006307
rapide,27000,aleatoire,grande,0.003805
bulle_basique,27000,croissant,grande,1.499883
bulle_basique_v2,27000,croissant,grande,0.744411
bulle_optimise,27000,croissant,grande,0.000056
cocktail,27000,croissant,grande,0.000111
selection,27000,croissant,grande,0.745239
insertion,27000,croissant,grande,0.000105
comptage,27000,croissant,grande,0.000296
fusion,27000,croissant,grande,0.005055
rapide,27000,croissant,grande,0.001404
bulle_basique,27000,decroissant,grande,2.067353
bulle_basique_v2,27000,decroissant,grande,1.377554
bulle_optimise,27000,decroissant,grande,1.378312
cocktail,27000,decroissant,grande,1.313355
selection,27000,decroissant,grande,0.836057
insertion,27000,decroissant,grande,0.798991
comptage,27000,decroissant,grande,0.000274
fusion,27000,decroissant,grande,0.003577
rapide,27000,decroissant,grande,0.001571
bulle_basique,27000,constant,grande,1.484273
bulle_basique_v2,27000,constant,grande,0.742529
bulle_optimise,27000,constant,grande,0.000055
cocktail,27000,constant,grande,0.000112
selection,27000,constant,grande,0.742921
insertion,27000,constant,grande,0.000097
comptage,27000,constant,grande,0.003072
fusion,27000,constant,grande,0.003473
rapide,27000,constant,grande,1.251305
bulle_basique,29000,aleatoire,petite,3.270364
bulle_basique_v2,29000,aleatoire,petite,2.443902
bulle_optimise,29000,aleatoire,petite,2.484602
cocktail,29000,aleatoire,petite,1.712535
selection,29000,aleatoire,petite,0.858152
insertion,29000,aleatoire,petite,0.438059
comptage,29000,aleatoire,petite,0.000174
fusion,29000,aleatoire,petite,0.005389
rapide,29000,aleatoire,petite,0.071366
bulle_basique,29000,croissant,petite,1.712417
bulle_basique_v2,29000,croissant,petite,0.856286
bulle_optimise,29000,croissant,petite,0.000060
cocktail,29000,croissant,petite,0.000118
selection,29000,croissant,petite,0.856823
insertion,29000,croissant,petite,0.000104
comptage,29000,croissant,petite,0.000308
fusion,29000,croissant,petite,0.003732
rapide,29000,croissant,petite,0.001425
bulle_basique,29000,decroissant,petite,2.371294
bulle_basique_v2,29000,decroissant,petite,1.590281
bulle_optimise,29000,decroissant,petite,1.590945
cocktail,29000,decroissant,petite,1.523935
selection,29000,decroissant,petite,0.973282
insertion,29000,decroissant,petite,0.918986
comptage,29000,decroissant,petite,0.000281
fusion,29000,decroissant,petite,0.003758
rapide,29000,decroissant,petite,0.001672
bulle_basique,29000,constant,petite,1.711595
bulle_basique_v2,29000,constant,petite,0.855775
bulle_optimise,29000,constant,petite,0.000061
cocktail,29000,constant,petite,0.000119
selection,29000,constant,petite,0.856287
insertion,29000,constant,petite,0.000104
comptage,29000,constant,petite,0.000211
fusion,29000,constant,petite,0.003765
rapide,29000,constant,petite,1.442950
bulle_basique,29000,aleatoire,grande,3.271196
bulle_basique_v2,29000,aleatoire,grande,2.462362
bulle_optimise,29000,aleatoire,grande,2.447572
cocktail,29000,aleatoire,grande,1.684034
selection,29000,aleatoire,grande,0.861642
insertion,29000,aleatoire,grande,0.463088
comptage,29000,aleatoire,grande,0.003697
fusion,29000,aleatoire,grande,0.006797
rapide,29000,aleatoire,grande,0.004128
bulle_basique,29000,croissant,grande,1.710682
bulle_basique_v2,29000,croissant,grande,0.855724
bulle_optimise,29000,croissant,grande,0.000060
cocktail,29000,croissant,grande,0.000118
selection,29000,croissant,grande,0.856215
insertion,29000,croissant,grande,0.000103
comptage,29000,croissant,grande,0.000296
fusion,29000,croissant,grande,0.003754
rapide,29000,croissant,grande,0.001426
bulle_basique,29000,decroissant,grande,2.370529
bulle_basique_v2,29000,decroissant,grande,1.589387
bulle_optimise,29000,decroissant,grande,1.589894
cocktail,29000,decroissant,grande,1.515279
selection,29000,decroissant,grande,0.963353
insertion,29000,decroissant,grande,0.919260
comptage,29000,decroissant,grande,0.000457
fusion,29000,decroissant,grande,0.003812
rapide,29000,decroissant,grande,0.001672
bulle_basique,29000,constant,grande,1.711151
bulle_basique_v2,29000,constant,grande,0.855746
bulle_optimise,29000,constant,grande,0.000059
cocktail,29000,constant,grande,0.000119
selection,29000,constant,grande,0.856266
insertion,29000,constant,grande,0.000105
comptage,29000,constant,grande,0.001459
fusion,29000,constant,grande,0.003784
rapide,29000,constant,grande,1.442815
bulle_basique,31000,aleatoire,petite,3.729982
bulle_basique_v2,31000,aleatoire,petite,2.802933
bulle_optimise,31000,aleatoire,petite,2.788960
cocktail,31000,aleatoire,petite,1.963811
selection,31000,aleatoire,petite,0.980101
insertion,31000,aleatoire,petite,0.502945
comptage,31000,aleatoire,petite,0.000187
fusion,31000,aleatoire,petite,0.005735
rapide,31000,aleatoire,petite,0.081717
bulle_basique,31000,croissant,petite,1.955765
bulle_basique_v2,31000,croissant,petite,0.978081
bulle_optimise,31000,croissant,petite,0.000065
cocktail,31000,croissant,petite,0.000126
selection,31000,croissant,petite,0.978376
insertion,31000,croissant,petite,0.000110
comptage,31000,croissant,petite,0.000308
fusion,31000,croissant,petite,0.004048
rapide,31000,croissant,petite,0.001448
bulle_basique,31000,decroissant,petite,2.774883
bulle_basique_v2,31000,decroissant,petite,1.837659
bulle_optimise,31000,decroissant,petite,1.816578
cocktail,31000,decroissant,petite,1.732015
selection,31000,decroissant,petite,1.100781
insertion,31000,decroissant,petite,1.051634
comptage,31000,decroissant,petite,0.000299
fusion,31000,decroissant,petite,0.004024
rapide,31000,decroissant,petite,0.001787
bulle_basique,31000,constant,petite,1.955374
bulle_basique_v2,31000,constant,petite,0.978265
bulle_optimise,31000,constant,petite,0.000063
cocktail,31000,constant,petite,0.000128
selection,31000,constant,petite,0.978461
insertion,31000,constant,petite,0.000112
comptage,31000,constant,petite,0.000223
fusion,31000,constant,petite,0.004020
rapide,31000,constant,petite,1.648598
bulle_basique,31000,aleatoire,grande,3.773022
bulle_basique_v2,31000,aleatoire,grande,2.835613
bulle_optimise,31000,aleatoire,grande,2.826068
cocktail,31000,aleatoire,grande,1.953994
selection,31000,aleatoire,grande,0.984196
insertion,31000,aleatoire,grande,0.526936
comptage,31000,aleatoire,grande,0.003672
fusion,31000,aleatoire,grande,0.007273
rapide,31000,aleatoire,grande,0.004395
bulle_basique,31000,croissant,grande,1.955027
bulle_basique_v2,31000,croissant,grande,0.977629
bulle_optimise,31000,croissant,grande,0.000063
cocktail,31000,croissant,grande,0.000126
selection,31000,croissant,grande,0.978283
insertion,31000,croissant,grande,0.000111
comptage,31000,croissant,grande,0.000321
fusion,31000,croissant,grande,0.004022
rapide,31000,croissant,grande,0.001431
bulle_basique,31000,decroissant,grande,2.709099
bulle_basique_v2,31000,decroissant,grande,1.817867
bulle_optimise,31000,decroissant,grande,1.816068
cocktail,31000,decroissant,grande,1.733213
selection,31000,decroissant,grande,1.101194
insertion,31000,decroissant,grande,1.062794
comptage,31000,decroissant,grande,0.000292
fusion,31000,decroissant,grande,0.004028
rapide,31000,decroissant,grande,0.001837
bulle_basique,31000,constant,grande,1.955570
bulle_basique_v2,31000,constant,grande,0.979016
bulle_optimise,31000,constant,grande,0.000065
cocktail,31000,constant,grande,0.000128
selection,31000,constant,grande,0.979117
insertion,31000,constant,grande,0.000112
comptage,31000,constant,grande,0.003078
fusion,31000,constant,grande,0.004017
rapide,31000,constant,grande,1.649693
bulle_basique,33000,aleatoire,petite,4.337220
bulle_basique_v2,33000,aleatoire,petite,3.189111
bulle_optimise,33000,aleatoire,petite,3.185336
cocktail,33000,aleatoire,petite,2.239918
selection,33000,aleatoire,petite,1.110768
insertion,33000,aleatoire,petite,0.568924
comptage,33000,aleatoire,petite,0.000202
fusion,33000,aleatoire,petite,0.006105
rapide,33000,aleatoire,petite,0.092127
bulle_basique,33000,croissant,petite,2.216118
bulle_basique_v2,33000,croissant,petite,1.109206
bulle_optimise,33000,croissant,petite,0.000067
cocktail,33000,croissant,petite,0.000136
selection,33000,croissant,petite,1.108926
insertion,33000,croissant,petite,0.000118
comptage,33000,croissant,petite,0.000364
fusion,33000,croissant,petite,0.004711
rapide,33000,croissant,petite,0.001489
bulle_basique,33000,decroissant,petite,3.068921
bulle_basique_v2,33000,decroissant,petite,2.058764
bulle_optimise,33000,decroissant,petite,2.058087
cocktail,33000,decroissant,petite,1.962756
selection,33000,decroissant,petite,1.248202
insertion,33000,decroissant,petite,1.192868
comptage,33000,decroissant,petite,0.000333
fusion,33000,decroissant,petite,0.004216
rapide,33000,decroissant,petite,0.001914
bulle_basique,33000,constant,petite,2.215221
bulle_basique_v2,33000,constant,petite,1.108408
bulle_optimise,33000,constant,petite,0.000068
cocktail,33000,constant,petite,0.000135
selection,33000,constant,petite,1.108535
insertion,33000,constant,petite,0.000119
comptage,33000,constant,petite,0.000238
fusion,33000,constant,petite,0.004505
rapide,33000,constant,petite,1.867411
bulle_basique,33000,aleatoire,grande,4.380560
bulle_basique_v2,33000,aleatoire,grande,3.239933
bulle_optimise,33000,aleatoire,grande,3.216235
cocktail,33000,aleatoire,grande,2.208333
selection,33000,aleatoire,grande,1.113994
insertion,33000,aleatoire,grande,0.599027
comptage,33000,aleatoire,grande,0.003770
fusion,33000,aleatoire,grande,0.007791
rapide,33000,aleatoire,grande,0.004786
bulle_basique,33000,croissant,grande,2.216382
bulle_basique_v2,33000,croissant,grande,1.109281
bulle_optimise,33000,croissant,grande,0.000067
cocktail,33000,croissant,grande,0.000136
selection,33000,croissant,grande,1.110441
insertion,33000,croissant,grande,0.000118
comptage,33000,croissant,grande,0.000379
fusion,33000,croissant,grande,0.004421
rapide,33000,croissant,grande,0.001486
bulle_basique,33000,decroissant,grande,3.069705
bulle_basique_v2,33000,decroissant,grande,2.067619
bulle_optimise,33000,decroissant,grande,2.056833
cocktail,33000,decroissant,grande,1.962608
selection,33000,decroissant,grande,1.247932
insertion,33000,decroissant,grande,1.194745
comptage,33000,decroissant,grande,0.000332
fusion,33000,decroissant,grande,0.004264
rapide,33000,decroissant,grande,0.001912
bulle_basique,33000,constant,grande,2.218189
bulle_basique_v2,33000,constant,grande,1.109125
bulle_optimise,33000,constant,grande,0.000068
cocktail,33000,constant,grande,0.000135
selection,33000,constant,grande,1.109509
insertion,33000,constant,grande,0.000117
comptage,33000,constant,grande,0.002431
fusion,33000,constant,grande,0.004180
rapide,33000,constant,grande,1.869260
bulle_basique,35000,aleatoire,petite,5.074206
bulle_basique_v2,35000,aleatoire,petite,3.636094
bulle_optimise,35000,aleatoire,petite,3.610463
cocktail,35000,aleatoire,petite,2.529632
selection,35000,aleatoire,petite,1.248694
insertion,35000,aleatoire,petite,0.637746
comptage,35000,aleatoire,petite,0.000209
fusion,35000,aleatoire,petite,0.006504
rapide,35000,aleatoire,petite,0.103260
bulle_basique,35000,croissant,petite,2.493588
bulle_basique_v2,35000,croissant,petite,1.246741
bulle_optimise,35000,croissant,petite,0.000072
cocktail,35000,croissant,petite,0.000143
selection,35000,croissant,petite,1.247015
insertion,35000,croissant,petite,0.000125
comptage,35000,croissant,petite,0.000366
fusion,35000,croissant,petite,0.004793
rapide,35000,croissant,petite,0.001623
bulle_basique,35000,decroissant,petite,3.455669
bulle_basique_v2,35000,decroissant,petite,2.316352
bulle_optimise,35000,decroissant,petite,2.316076
cocktail,35000,decroissant,petite,2.207470
selection,35000,decroissant,petite,1.403039
insertion,35000,decroissant,petite,1.344077
comptage,35000,decroissant,petite,0.000337
fusion,35000,decroissant,petite,0.004642
rapide,35000,decroissant,petite,0.002040
bulle_basique,35000,constant,petite,2.500832
bulle_basique_v2,35000,constant,petite,1.247028
bulle_optimise,35000,constant,petite,0.000072
cocktail,35000,constant,petite,0.000144
selection,35000,constant,petite,1.247828
insertion,35000,constant,petite,0.000126
comptage,35000,constant,petite,0.000246
fusion,35000,constant,petite,0.004713
rapide,35000,constant,petite,2.101822
bulle_basique,35000,aleatoire,grande,5.081414
bulle_basique_v2,35000,aleatoire,grande,3.638120
bulle_optimise,35000,aleatoire,grande,3.632736
cocktail,35000,aleatoire,grande,2.491993
selection,35000,aleatoire,grande,1.253108
insertion,35000,aleatoire,grande,0.672652
comptage,35000,aleatoire,grande,0.004086
fusion,35000,aleatoire,grande,0.008497
rapide,35000,aleatoire,grande,0.005047
bulle_basique,35000,croissant,grande,2.493578
bulle_basique_v2,35000,croissant,grande,1.247764
bulle_optimise,35000,croissant,grande,0.000072
cocktail,35000,croissant,grande,0.000142
selection,35000,croissant,grande,1.247625
insertion,35000,croissant,grande,0.000125
comptage,35000,croissant,grande,0.000372
fusion,35000,croissant,grande,0.004746
rapide,35000,croissant,grande,0.001623
bulle_basique,35000,decroissant,grande,3.456346
bulle_basique_v2,35000,decroissant,grande,2.316107
bulle_optimise,35000,decroissant,grande,2.316466
cocktail,35000,decroissant,grande,2.208824
selection,35000,decroissant,grande,1.403722
insertion,35000,decroissant,grande,1.342149
comptage,35000,decroissant,grande,0.000354
fusion,35000,decroissant,grande,0.004616
rapide,35000,decroissant,grande,0.002039
bulle_basique,35000,constant,grande,2.493064
bulle_basique_v2,35000,constant,grande,1.247446
bulle_optimise,35000,constant,grande,0.000073
cocktail,35000,constant,grande,0.000143
selection,35000,constant,grande,1.247846
insertion,35000,constant,grande,0.000125
comptage,35000,constant,grande,0.001414
fusion,35000,constant,grande,0.004556
rapide,35000,constant,grande,2.103464
bulle_basique,37000,aleatoire,petite,5.700317
bulle_basique_v2,37000,aleatoire,petite,4.067302
bulle_optimise,37000,aleatoire,petite,4.061555
cocktail,37000,aleatoire,petite,2.832163
selection,37000,aleatoire,petite,1.395960
insertion,37000,aleatoire,petite,0.718414
comptage,37000,aleatoire,petite,0.000224
fusion,37000,aleatoire,petite,0.006840
rapide,37000,aleatoire,petite,0.115185
bulle_basique,37000,croissant,petite,2.787011
bulle_basique_v2,37000,croissant,petite,1.393881
bulle_optimise,37000,croissant,petite,0.000077
cocktail,37000,croissant,petite,0.000152
selection,37000,croissant,petite,1.396025
insertion,37000,croissant,petite,0.000132
comptage,37000,croissant,petite,0.000386
fusion,37000,croissant,petite,0.004821
rapide,37000,croissant,petite,0.001825
bulle_basique,37000,decroissant,petite,3.866915
bulle_basique_v2,37000,decroissant,petite,2.592495
bulle_optimise,37000,decroissant,petite,2.592083
cocktail,37000,decroissant,petite,2.471778
selection,37000,decroissant,petite,1.569731
insertion,37000,decroissant,petite,1.504904
comptage,37000,decroissant,petite,0.000369
fusion,37000,decroissant,petite,0.004889
rapide,37000,decroissant,petite,0.002175
bulle_basique,37000,constant,petite,2.788711
bulle_basique_v2,37000,constant,petite,1.394173
bulle_optimise,37000,constant,petite,0.000075
cocktail,37000,constant,petite,0.000150
selection,37000,constant,petite,1.395442
insertion,37000,constant,petite,0.000132
comptage,37000,constant,petite,0.000267
fusion,37000,constant,petite,0.004932
rapide,37000,constant,petite,2.358830
